tstep,mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
901,8,14,0,1.12801461E+26,9.34792678E+25,1.03478209E+26,8.88191326E+25,9.19488811E+25,8.46167949E+25,8.03517406E+25,9.35180847E+25,9.92486298E+25,8.24210347E+25,9.77151468E+25,1.13813660E+26,9.63233458E+25,1.07188045E+26,1.00321630E+26,7.31824650E+25,9.05554338E+25,8.05137428E+25,1.19103129E+26,8.35883654E+25,9.77604180E+25,1.03982955E+26,1.15253818E+26,1.08458060E+26,1.11043454E+26,1.19912471E+26,1.06656845E+26,1.10926873E+26,7.41557878E+25,1.07042104E+26,1.14623838E+26,1.04887400E+26
902,8,14,6,1.13182568E+26,9.34329690E+25,1.03277697E+26,8.83259915E+25,9.13816137E+25,8.58896869E+25,7.95523515E+25,9.28771368E+25,9.91316098E+25,8.24505495E+25,9.82180222E+25,1.12840292E+26,9.70422587E+25,1.06299272E+26,1.00240464E+26,7.29977667E+25,8.88787381E+25,7.94350150E+25,1.19020762E+26,8.27214022E+25,9.81108813E+25,1.03358042E+26,1.14476019E+26,1.08332794E+26,1.11055457E+26,1.18913418E+26,1.05730461E+26,1.10183978E+26,7.28322490E+25,1.06868879E+26,1.14248836E+26,1.04049418E+26
903,8,14,12,1.14137805E+26,9.32154416E+25,1.02560436E+26,8.90859012E+25,9.09945856E+25,8.71531500E+25,7.97179260E+25,9.33789216E+25,1.00131574E+26,8.28347064E+25,9.95553075E+25,1.13273924E+26,9.80557855E+25,1.06549550E+26,1.00464206E+26,7.32338039E+25,8.90974763E+25,7.96615562E+25,1.18292521E+26,8.30040359E+25,9.88145155E+25,1.03489016E+26,1.14127201E+26,1.08369772E+26,1.11924539E+26,1.19155948E+26,1.05499931E+26,1.10348646E+26,7.24001563E+25,1.06841447E+26,1.14493128E+26,1.05044456E+26
904,8,14,18,1.14180793E+26,9.27155372E+25,1.01892936E+26,8.92267752E+25,9.13020639E+25,8.89166638E+25,7.92415149E+25,9.29646406E+25,1.00912418E+26,8.31612782E+25,1.00028947E+26,1.13172324E+26,9.86984375E+25,1.06379638E+26,1.01147303E+26,7.36515023E+25,8.81893271E+25,7.94582863E+25,1.17936223E+26,8.31333212E+25,9.97629796E+25,1.03225225E+26,1.14158748E+26,1.09222788E+26,1.12341717E+26,1.18462105E+26,1.05153315E+26,1.09974340E+26,7.18738634E+25,1.07073973E+26,1.14484329E+26,1.05031726E+26
905,8,15,0,1.14449776E+26,9.25924366E+25,1.01391073E+26,9.00620947E+25,9.22475498E+25,8.97172965E+25,7.91000458E+25,9.24798406E+25,1.01617295E+26,8.36921694E+25,1.00725560E+26,1.13380317E+26,9.93394139E+25,1.06018352E+26,1.00633252E+26,7.44279148E+25,8.82122513E+25,8.01952435E+25,1.17522938E+26,8.26361835E+25,1.01181477E+26,1.03227728E+26,1.13995580E+26,1.09776144E+26,1.13296993E+26,1.18520781E+26,1.04814715E+26,1.10298418E+26,7.15474924E+25,1.06787846E+26,1.14136202E+26,1.05351673E+26
906,8,15,6,1.14586273E+26,9.27262454E+25,1.01151639E+26,8.95649994E+25,9.18922532E+25,9.02651027E+25,7.81095461E+25,9.06568915E+25,1.00831782E+26,8.34800892E+25,1.01609472E+26,1.12993538E+26,9.82490545E+25,1.04425882E+26,1.00412924E+26,7.41077055E+25,8.78822875E+25,7.97029634E+25,1.16949981E+26,8.19978242E+25,1.01629269E+26,1.02441213E+26,1.13691723E+26,1.09560615E+26,1.13483206E+26,1.17523758E+26,1.04282145E+26,1.09943061E+26,7.04888524E+25,1.06005394E+26,1.13462724E+26,1.04687649E+26
907,8,15,12,1.14665512E+26,9.22575715E+25,1.00589795E+26,9.10061254E+25,9.27053568E+25,9.11242640E+25,7.81829369E+25,9.10342117E+25,1.01725545E+26,8.50071982E+25,1.02080387E+26,1.15208503E+26,9.89469782E+25,1.04876562E+26,1.00276250E+26,7.48833287E+25,8.83129096E+25,8.10243979E+25,1.17317841E+26,8.20248517E+25,1.02923712E+26,1.02690048E+26,1.13441496E+26,1.09639643E+26,1.14667605E+26,1.17442402E+26,1.04753541E+26,1.10342414E+26,7.07726187E+25,1.05449125E+26,1.13179066E+26,1.05169468E+26
908,8,15,18,1.15085168E+26,9.25232851E+25,1.00129098E+26,9.03062603E+25,9.35912409E+25,9.21616303E+25,7.86571558E+25,9.02387475E+25,1.01493068E+26,8.54703308E+25,1.01988898E+26,1.15201460E+26,9.92281014E+25,1.04438662E+26,1.00085647E+26,7.55654012E+25,8.88858562E+25,8.14473293E+25,1.17435459E+26,8.22238324E+25,1.04084016E+26,1.03283421E+26,1.13091778E+26,1.10726544E+26,1.15572401E+26,1.17200864E+26,1.04756007E+26,1.10093972E+26,7.07126295E+25,1.04826158E+26,1.12258616E+26,1.05067926E+26
909,8,16,0,1.14573256E+26,9.25879016E+25,9.92992943E+25,9.09917940E+25,9.47270996E+25,9.25508823E+25,7.86754172E+25,8.95474119E+25,1.01832883E+26,8.62752141E+25,1.01714117E+26,1.15560724E+26,9.95207820E+25,1.03758627E+26,9.96811597E+25,7.64213683E+25,8.94105356E+25,8.20119476E+25,1.17653908E+26,8.28537405E+25,1.04647781E+26,1.03525164E+26,1.13139388E+26,1.10619612E+26,1.16553795E+26,1.17344897E+26,1.05253217E+26,1.10538204E+26,7.07642681E+25,1.04496141E+26,1.12023795E+26,1.04979580E+26
910,8,16,6,1.14155826E+26,9.24706948E+25,9.78027097E+25,9.13430499E+25,9.52260674E+25,9.26232463E+25,7.84543028E+25,8.90063075E+25,1.01378292E+26,8.58895887E+25,1.01396225E+26,1.15400346E+26,9.83507632E+25,1.02915264E+26,9.94403637E+25,7.65555580E+25,8.93108287E+25,8.17253921E+25,1.17002062E+26,8.27051619E+25,1.05142859E+26,1.03412765E+26,1.12501026E+26,1.10742099E+26,1.16631555E+26,1.16476381E+26,1.04697556E+26,1.10310672E+26,7.02427809E+25,1.02938201E+26,1.10513565E+26,1.04098976E+26
911,8,16,12,1.13731967E+26,9.25861248E+25,9.68969735E+25,9.21038989E+25,9.63917164E+25,9.33686069E+25,7.86354609E+25,8.89921510E+25,1.02375942E+26,8.79270002E+25,1.01441585E+26,1.16859462E+26,9.87883935E+25,1.03327894E+26,9.96158811E+25,7.71539180E+25,9.10191598E+25,8.22218291E+25,1.17599523E+26,8.29232934E+25,1.06207183E+26,1.04279749E+26,1.13045786E+26,1.11753390E+26,1.17758476E+26,1.16739349E+26,1.04932257E+26,1.10708614E+26,7.07882723E+25,1.02292913E+26,1.11023475E+26,1.04325136E+26
912,8,16,18,1.13278748E+26,9.29191130E+25,9.53662302E+25,9.19697106E+25,9.74664132E+25,9.39702840E+25,7.94214069E+25,8.86531088E+25,1.02275145E+26,8.84909791E+25,1.00984981E+26,1.17876440E+26,9.88586406E+25,1.03096336E+26,9.99365274E+25,7.82563160E+25,9.20907539E+25,8.23524071E+25,1.17917920E+26,8.35618988E+25,1.06943948E+26,1.05174868E+26,1.13766176E+26,1.12318877E+26,1.18107096E+26,1.16805262E+26,1.03982759E+26,1.11011431E+26,7.18726949E+25,1.01487186E+26,1.10425699E+26,1.04388780E+26
913,8,17,0,1.12655987E+26,9.30644718E+25,9.38801266E+25,9.29732647E+25,9.82246841E+25,9.40205603E+25,7.96117123E+25,8.84311996E+25,1.03231236E+26,8.88778520E+25,1.00012042E+26,1.17803414E+26,9.92682513E+25,1.03674530E+26,1.00062893E+26,7.87665236E+25,9.29178808E+25,8.20314942E+25,1.17459190E+26,8.38600153E+25,1.07733146E+26,1.06153306E+26,1.14429179E+26,1.13206598E+26,1.18736999E+26,1.17327062E+26,1.03697095E+26,1.11135629E+26,7.23378591E+25,1.01273086E+26,1.10853342E+26,1.04613427E+26
914,8,17,6,1.12026022E+26,9.29755354E+25,9.24092180E+25,9.27485818E+25,9.83394973E+25,9.34621218E+25,8.01530052E+25,8.80359891E+25,1.03204090E+26,8.90767471E+25,9.92887158E+25,1.17314648E+26,9.91853145E+25,1.03247698E+26,1.00061839E+26,7.88470125E+25,9.30552811E+25,8.21771031E+25,1.16930777E+26,8.38656370E+25,1.07452772E+26,1.06503712E+26,1.14182695E+26,1.13194466E+26,1.18694907E+26,1.17080173E+26,1.01900957E+26,1.11280966E+26,7.31998900E+25,1.00293660E+26,1.09832109E+26,1.03705609E+26
915,8,17,12,1.11539500E+26,9.34210652E+25,9.15126886E+25,9.42176496E+25,9.91171832E+25,9.39495392E+25,8.12879867E+25,8.83979025E+25,1.03956745E+26,8.99855376E+25,9.99315635E+25,1.18005456E+26,1.00062550E+26,1.03763817E+26,1.00749611E+26,7.93736885E+25,9.39519629E+25,8.28506763E+25,1.17230402E+26,8.39321945E+25,1.08772542E+26,1.07479330E+26,1.15062079E+26,1.14032206E+26,1.19308456E+26,1.17484959E+26,1.02033316E+26,1.11715196E+26,7.40696952E+25,1.00641165E+26,1.10551281E+26,1.04337845E+26
916,8,17,18,1.11324460E+26,9.36566033E+25,9.12028702E+25,9.49400003E+25,9.92290785E+25,9.43278633E+25,8.24718991E+25,8.90969517E+25,1.04516440E+26,9.01585319E+25,9.96157137E+25,1.17665252E+26,1.00623726E+26,1.03772199E+26,1.01373729E+26,7.99819002E+25,9.50073239E+25,8.30353846E+25,1.17145967E+26,8.44317544E+25,1.09120979E+26,1.08019467E+26,1.16388040E+26,1.14263175E+26,1.19070272E+26,1.18058391E+26,1.01361656E+26,1.12313767E+26,7.58165110E+25,1.00610110E+26,1.10382597E+26,1.03620330E+26
917,8,18,0,1.10802426E+26,9.33566805E+25,9.10334954E+25,9.59899501E+25,9.98297618E+25,9.31607137E+25,8.30444878E+25,8.92135218E+25,1.05314664E+26,9.07708188E+25,9.93209019E+25,1.17043703E+26,1.00699052E+26,1.03827545E+26,1.01558565E+26,7.97862737E+25,9.59102322E+25,8.30938577E+25,1.17013282E+26,8.48173527E+25,1.09287451E+26,1.08772388E+26,1.16816919E+26,1.14965035E+26,1.19738936E+26,1.18934227E+26,1.01927360E+26,1.12353890E+26,7.66056084E+25,1.00689535E+26,1.10330404E+26,1.04032715E+26
918,8,18,6,1.10277613E+26,9.34295851E+25,9.09569467E+25,9.64221179E+25,1.00104916E+26,9.29330189E+25,8.30811708E+25,8.91847167E+25,1.05021909E+26,9.11002810E+25,9.83734758E+25,1.16714719E+26,1.00160861E+26,1.03436486E+26,1.01523936E+26,8.01142511E+25,9.58341991E+25,8.28702588E+25,1.16562688E+26,8.49942100E+25,1.09124404E+26,1.08921296E+26,1.16746839E+26,1.14847693E+26,1.18975718E+26,1.18860051E+26,1.00822962E+26,1.12525552E+26,7.71223390E+25,1.00232822E+26,1.09572624E+26,1.03130337E+26
919,8,18,12,1.09977853E+26,9.37209350E+25,9.15541343E+25,9.74240375E+25,1.00984315E+26,9.27644526E+25,8.43393490E+25,8.93830664E+25,1.06713846E+26,9.17948244E+25,9.91282397E+25,1.17004092E+26,1.01148873E+26,1.04377598E+26,1.02856016E+26,8.06670924E+25,9.74672643E+25,8.25445929E+25,1.15904449E+26,8.49421846E+25,1.09351842E+26,1.10646379E+26,1.16396169E+26,1.14976886E+26,1.18829408E+26,1.19830322E+26,1.00885713E+26,1.12866894E+26,7.79454957E+25,1.01227716E+26,1.09910271E+26,1.03370896E+26
920,8,18,18,1.09502582E+26,9.41319383E+25,9.27356880E+25,9.79032380E+25,1.01540338E+26,9.35411035E+25,8.40002881E+25,8.94518643E+25,1.06505910E+26,9.16259614E+25,9.83362218E+25,1.16033146E+26,1.01487886E+26,1.04844179E+26,1.03170019E+26,8.09576206E+25,9.80124562E+25,8.22460868E+25,1.16055833E+26,8.46952726E+25,1.09353692E+26,1.11474341E+26,1.16866116E+26,1.14699201E+26,1.18348156E+26,1.20648929E+26,1.00247789E+26,1.12877361E+26,7.88446755E+25,1.01134241E+26,1.09434139E+26,1.03026108E+26
921,8,19,0,1.09308021E+26,9.35560128E+25,9.29448627E+25,9.96370774E+25,1.02158911E+26,9.27227977E+25,8.46320228E+25,9.01514282E+25,1.07151714E+26,9.10408661E+25,9.87403616E+25,1.15116245E+26,1.01881876E+26,1.05933773E+26,1.04369762E+26,8.15289044E+25,9.93916671E+25,8.16045780E+25,1.15464007E+26,8.43398313E+25,1.09694915E+26,1.12605134E+26,1.16789817E+26,1.14417844E+26,1.17306545E+26,1.21835095E+26,1.00135909E+26,1.12928732E+26,7.91995493E+25,1.01663370E+26,1.09389066E+26,1.03252315E+26
922,8,19,6,1.08850556E+26,9.36286163E+25,9.35886445E+25,1.00069195E+26,1.02950337E+26,9.25811689E+25,8.43718508E+25,8.97930591E+25,1.06593643E+26,9.15041886E+25,9.77647624E+25,1.14481869E+26,1.02435374E+26,1.06146222E+26,1.04347611E+26,8.15233735E+25,9.93284552E+25,8.05120865E+25,1.15020209E+26,8.37718264E+25,1.08993906E+26,1.12352356E+26,1.16367471E+26,1.13283002E+26,1.16194517E+26,1.21887054E+26,9.95074915E+25,1.12687473E+26,7.95441607E+25,1.01159891E+26,1.08370669E+26,1.02247084E+26
923,8,19,12,1.08532150E+26,9.38001514E+25,9.34639474E+25,1.01766240E+26,1.04078279E+26,9.20762470E+25,8.43903240E+25,9.00947171E+25,1.07647324E+26,9.12630793E+25,9.83179975E+25,1.14250023E+26,1.03266989E+26,1.07494946E+26,1.05293557E+26,8.25731783E+25,1.01118189E+26,8.02913727E+25,1.15251920E+26,8.37661434E+25,1.09436120E+26,1.13789908E+26,1.16741153E+26,1.13705161E+26,1.14825712E+26,1.22799339E+26,9.97030985E+25,1.12811372E+26,8.05757824E+25,1.02034848E+26,1.08469738E+26,1.03090322E+26
924,8,19,18,1.07953103E+26,9.37834233E+25,9.43727162E+25,1.02241111E+26,1.05316775E+26,9.20219994E+25,8.43926630E+25,9.01400694E+25,1.08408486E+26,9.09544303E+25,9.80929710E+25,1.13535078E+26,1.03318629E+26,1.08404319E+26,1.05950322E+26,8.25130485E+25,1.02032283E+26,8.01607006E+25,1.15324338E+26,8.32916920E+25,1.09295524E+26,1.14050336E+26,1.17037725E+26,1.13678536E+26,1.13652386E+26,1.23458725E+26,9.97874184E+25,1.12833292E+26,8.20370627E+25,1.01727446E+26,1.08028423E+26,1.03055989E+26
925,8,20,0,1.08228578E+26,9.40168132E+25,9.48609630E+25,1.03567403E+26,1.05879718E+26,9.15416586E+25,8.41512743E+25,9.07582834E+25,1.09568413E+26,9.09371981E+25,9.78994639E+25,1.12805690E+26,1.03714106E+26,1.09916408E+26,1.06412940E+26,8.36593974E+25,1.03773609E+26,8.08580393E+25,1.15516371E+26,8.28623298E+25,1.09619247E+26,1.14331443E+26,1.17238556E+26,1.13819852E+26,1.12113501E+26,1.23776610E+26,9.98618299E+25,1.13020321E+26,8.23394604E+25,1.01879437E+26,1.08344871E+26,1.04018921E+26
926,8,20,6,1.07811083E+26,9.44464441E+25,9.46728945E+25,1.04079270E+26,1.06297139E+26,9.12134230E+25,8.43193524E+25,9.14118746E+25,1.09995575E+26,8.98810535E+25,9.73682301E+25,1.12496718E+26,1.02764406E+26,1.09385685E+26,1.06195124E+26,8.36866152E+25,1.04432513E+26,8.09402262E+25,1.15170407E+26,8.29454257E+25,1.09404056E+26,1.14958507E+26,1.17122345E+26,1.13070334E+26,1.11203439E+26,1.23095581E+26,9.98479604E+25,1.12889281E+26,8.24304044E+25,1.01127816E+26,1.07944641E+26,1.03601908E+26
927,8,20,12,1.07445197E+26,9.51458351E+25,9.39788248E+25,1.05313450E+26,1.07080495E+26,9.04628668E+25,8.43873291E+25,9.07991823E+25,1.11531492E+26,8.99616826E+25,9.71999555E+25,1.12852354E+26,1.03873156E+26,1.11221763E+26,1.06854229E+26,8.46348828E+25,1.06092914E+26,8.16689967E+25,1.16303470E+26,8.42396854E+25,1.09822667E+26,1.16143401E+26,1.17814031E+26,1.13718947E+26,1.10285305E+26,1.23473565E+26,1.00061678E+26,1.13010244E+26,8.30216339E+25,1.02174859E+26,1.08669906E+26,1.05023628E+26
928,8,20,18,1.06874211E+26,9.60686154E+25,9.42178616E+25,1.05416565E+26,1.07888884E+26,9.08184714E+25,8.55702158E+25,9.06093353E+25,1.12623728E+26,8.95521547E+25,9.70763722E+25,1.13376581E+26,1.03839672E+26,1.11643146E+26,1.07301343E+26,8.51856679E+25,1.07538475E+26,8.22958085E+25,1.17136470E+26,8.50585528E+25,1.10126204E+26,1.16603807E+26,1.18963503E+26,1.14385639E+26,1.09886655E+26,1.23280611E+26,1.00719130E+26,1.13611405E+26,8.40670671E+25,1.02303425E+26,1.08504406E+26,1.05750121E+26
929,8,21,0,1.06407991E+26,9.69372176E+25,9.38363997E+25,1.06613148E+26,1.07580952E+26,9.05882826E+25,8.62246539E+25,9.11941327E+25,1.13383879E+26,8.89167686E+25,9.79534791E+25,1.14126782E+26,1.04217031E+26,1.12740139E+26,1.07680323E+26,8.59193771E+25,1.08897193E+26,8.31916886E+25,1.17504328E+26,8.57161061E+25,1.10302412E+26,1.17234252E+26,1.19199848E+26,1.14348053E+26,1.09560020E+26,1.22715881E+26,1.01587656E+26,1.14218904E+26,8.42924610E+25,1.02095779E+26,1.09135767E+26,1.05978048E+26
930,8,21,6,1.05575457E+26,9.62768143E+25,9.33427462E+25,1.05848331E+26,1.07571015E+26,9.06270304E+25,8.67227532E+25,9.11660622E+25,1.13167772E+26,8.84898756E+25,9.77479088E+25,1.14209857E+26,1.03940126E+26,1.12457875E+26,1.07733025E+26,8.53779312E+25,1.09211289E+26,8.28863394E+25,1.18382740E+26,8.65473979E+25,1.09514985E+26,1.17068262E+26,1.19010981E+26,1.14009776E+26,1.08443746E+26,1.21789970E+26,1.01843656E+26,1.14892914E+26,8.37687331E+25,1.02310982E+26,1.09055335E+26,1.05215701E+26
931,8,21,12,1.05243593E+26,9.76029186E+25,9.16505489E+25,1.05888817E+26,1.07441207E+26,9.03671760E+25,8.74981247E+25,9.11962228E+25,1.14930960E+26,8.90401623E+25,9.83506418E+25,1.15731322E+26,1.04863899E+26,1.13043409E+26,1.07885344E+26,8.64689991E+25,1.10431397E+26,8.39932748E+25,1.18867556E+26,8.72536050E+25,1.09912862E+26,1.17815920E+26,1.18642909E+26,1.14707483E+26,1.08515463E+26,1.22138158E+26,1.02018537E+26,1.15379889E+26,8.35221146E+25,1.03178378E+26,1.09737028E+26,1.06127900E+26
932,8,21,18,1.04602946E+26,9.80570766E+25,9.12561060E+25,1.06035922E+26,1.07152594E+26,9.08178452E+25,8.78614659E+25,9.13400884E+25,1.15070494E+26,8.81742389E+25,9.81470261E+25,1.16263617E+26,1.04679041E+26,1.13016531E+26,1.08174109E+26,8.63052620E+25,1.10813876E+26,8.43844325E+25,1.19522573E+26,8.85300435E+25,1.10179666E+26,1.18429191E+26,1.18953009E+26,1.15328309E+26,1.08622697E+26,1.22050929E+26,1.02353049E+26,1.15826459E+26,8.39810863E+25,1.03516111E+26,1.10022979E+26,1.06236655E+26
933,8,22,0,1.04773081E+26,9.90573629E+25,9.06128909E+25,1.06072464E+26,1.07056378E+26,8.97814563E+25,8.75999207E+25,9.12138024E+25,1.15173289E+26,8.82695783E+25,9.76221695E+25,1.16468186E+26,1.05017003E+26,1.12737443E+26,1.08206669E+26,8.71108213E+25,1.11184163E+26,8.56822933E+25,1.19605850E+26,8.81204261E+25,1.10506734E+26,1.18663362E+26,1.18206467E+26,1.15771582E+26,1.08765488E+26,1.21865675E+26,1.02306842E+26,1.16269790E+26,8.41811603E+25,1.04139980E+26,1.10253383E+26,1.07231320E+26
934,8,22,6,1.04268048E+26,9.95148553E+25,9.00880789E+25,1.06272924E+26,1.06072957E+26,8.99708068E+25,8.82024068E+25,9.06474724E+25,1.15237517E+26,8.82628800E+25,9.69861881E+25,1.16385285E+26,1.04906921E+26,1.11908347E+26,1.07354658E+26,8.67109089E+25,1.10369298E+26,8.59214995E+25,1.19569625E+26,8.87355838E+25,1.10769406E+26,1.19201149E+26,1.17100197E+26,1.15647480E+26,1.08171460E+26,1.21180461E+26,1.01451134E+26,1.16206960E+26,8.34675427E+25,1.04093331E+26,1.09941212E+26,1.07423105E+26
935,8,22,12,1.03947069E+26,1.00556624E+26,8.95794700E+25,1.06194007E+26,1.05764174E+26,8.95831413E+25,8.79884876E+25,9.04132713E+25,1.16598215E+26,8.80701256E+25,9.78229303E+25,1.17519490E+26,1.04820224E+26,1.11961902E+26,1.07157842E+26,8.76651104E+25,1.11445017E+26,8.79083101E+25,1.19842020E+26,8.87951417E+25,1.11385870E+26,1.20308885E+26,1.16873484E+26,1.15876796E+26,1.08871600E+26,1.21902281E+26,1.00931232E+26,1.16196589E+26,8.34369529E+25,1.04944127E+26,1.10446690E+26,1.08436271E+26
936,8,22,18,1.03052532E+26,1.01881288E+26,8.96659856E+25,1.06792135E+26,1.05798452E+26,8.92711461E+25,8.78626635E+25,8.96497992E+25,1.17036234E+26,8.73690657E+25,9.82306685E+25,1.17804098E+26,1.04655969E+26,1.11548011E+26,1.06994329E+26,8.84169365E+25,1.10520630E+26,8.85860743E+25,1.20408022E+26,8.90704542E+25,1.12152651E+26,1.20791272E+26,1.16256286E+26,1.16071841E+26,1.09581540E+26,1.21634514E+26,1.00086220E+26,1.16527536E+26,8.33495973E+25,1.05205400E+26,1.10429658E+26,1.08844427E+26
937,8,23,0,1.02898716E+26,1.01831991E+26,8.95125437E+25,1.06846131E+26,1.05745546E+26,8.90090580E+25,8.75137704E+25,8.95346416E+25,1.17518647E+26,8.68964656E+25,9.80486325E+25,1.18704810E+26,1.04600368E+26,1.11644713E+26,1.07532067E+26,8.97387427E+25,1.10536431E+26,8.97291309E+25,1.20283445E+26,8.83231913E+25,1.12371690E+26,1.21632344E+26,1.16167263E+26,1.15677608E+26,1.09625228E+26,1.21649062E+26,9.94397271E+25,1.17010155E+26,8.28967648E+25,1.05753150E+26,1.10213134E+26,1.09375104E+26
938,8,23,6,1.02311542E+26,1.02082390E+26,8.89294033E+25,1.07190874E+26,1.05029736E+26,8.81388594E+25,8.79961933E+25,8.96380828E+25,1.17772613E+26,8.65379004E+25,9.77993526E+25,1.19301031E+26,1.04311992E+26,1.11044500E+26,1.07014378E+26,8.97205641E+25,1.09670429E+26,8.95308837E+25,1.19605097E+26,8.75879075E+25,1.12496427E+26,1.21429428E+26,1.15875432E+26,1.15950952E+26,1.09402354E+26,1.21317028E+26,9.80420629E+25,1.16938127E+26,8.16634886E+25,1.05782888E+26,1.09910575E+26,1.08516039E+26
939,8,23,12,1.01592584E+26,1.02136236E+26,8.84164053E+25,1.07453311E+26,1.05398936E+26,8.83228544E+25,8.75294784E+25,8.99362331E+25,1.18939940E+26,8.65612595E+25,9.84693780E+25,1.21031915E+26,1.05319792E+26,1.12028624E+26,1.07794133E+26,9.11303388E+25,1.10502931E+26,9.06138814E+25,1.19798935E+26,8.75613788E+25,1.13220638E+26,1.21836318E+26,1.16041723E+26,1.15895648E+26,1.09724705E+26,1.22057080E+26,9.68464131E+25,1.17285648E+26,8.13777319E+25,1.06238435E+26,1.10224488E+26,1.08852867E+26
940,8,23,18,1.00816694E+26,1.02216794E+26,8.85240015E+25,1.06836968E+26,1.04979753E+26,8.81324579E+25,8.73261797E+25,8.95913414E+25,1.19652863E+26,8.55549532E+25,9.85780095E+25,1.21475613E+26,1.06081908E+26,1.13029890E+26,1.07588434E+26,9.20716245E+25,1.10178795E+26,9.04781396E+25,1.20425222E+26,8.70791309E+25,1.13665137E+26,1.22458384E+26,1.15576534E+26,1.16404922E+26,1.10034936E+26,1.22209199E+26,9.59035595E+25,1.17924900E+26,8.07028533E+25,1.07071036E+26,1.10281895E+26,1.08413494E+26
941,8,24,0,1.00511050E+26,1.01590018E+26,8.78901635E+25,1.06980864E+26,1.05286914E+26,8.68836859E+25,8.71917385E+25,8.98589877E+25,1.19865324E+26,8.48859615E+25,9.82448471E+25,1.22094978E+26,1.06764169E+26,1.13798453E+26,1.07539214E+26,9.26208736E+25,1.11084468E+26,9.08771592E+25,1.20352508E+26,8.70209964E+25,1.14100453E+26,1.22406559E+26,1.15274806E+26,1.16493848E+26,1.09796105E+26,1.22463021E+26,9.55818105E+25,1.18102621E+26,8.03056709E+25,1.07517638E+26,1.10343772E+26,1.08433556E+26
942,8,24,6,9.93123774E+25,1.01109857E+26,8.78269932E+25,1.06725386E+26,1.04942384E+26,8.57346928E+25,8.73191135E+25,8.92141418E+25,1.19767547E+26,8.40255547E+25,9.79398395E+25,1.21667511E+26,1.06113573E+26,1.13732707E+26,1.06559563E+26,9.25986881E+25,1.10027048E+26,9.03197914E+25,1.20647868E+26,8.61768156E+25,1.14457399E+26,1.22471506E+26,1.15171619E+26,1.17051586E+26,1.09703418E+26,1.22238008E+26,9.42534481E+25,1.18455010E+26,7.89514560E+25,1.07831494E+26,1.10236136E+26,1.07611516E+26
943,8,24,12,9.92875044E+25,1.01095878E+26,8.74318794E+25,1.07234087E+26,1.05820685E+26,8.54023544E+25,8.77767700E+25,8.92432836E+25,1.20492217E+26,8.46467167E+25,9.78443959E+25,1.21923379E+26,1.07124539E+26,1.14481244E+26,1.07199111E+26,9.27526862E+25,1.11419564E+26,9.10768897E+25,1.20591945E+26,8.69010603E+25,1.15154868E+26,1.23228863E+26,1.14866451E+26,1.17013912E+26,1.09325607E+26,1.22719358E+26,9.41731528E+25,1.18225854E+26,7.95923377E+25,1.08872350E+26,1.11119224E+26,1.08406298E+26
944,8,24,18,9.80801431E+25,1.01047388E+26,8.72358456E+25,1.06561801E+26,1.06524618E+26,8.49878319E+25,8.71293691E+25,8.89541868E+25,1.20738453E+26,8.39377613E+25,9.74557120E+25,1.21763297E+26,1.07141185E+26,1.14341686E+26,1.06602886E+26,9.30855490E+25,1.11144594E+26,9.11366589E+25,1.21690962E+26,8.67818660E+25,1.15672189E+26,1.23074058E+26,1.15089577E+26,1.17830933E+26,1.09005461E+26,1.22583771E+26,9.40523234E+25,1.18635681E+26,7.93354050E+25,1.09182601E+26,1.12072284E+26,1.09097774E+26
945,8,25,0,9.80566005E+25,1.00693288E+26,8.72238404E+25,1.07150850E+26,1.06900066E+26,8.46587008E+25,8.73988182E+25,8.90891156E+25,1.20327242E+26,8.38452993E+25,9.71423219E+25,1.21687841E+26,1.07643623E+26,1.15403194E+26,1.05898982E+26,9.28509634E+25,1.11845344E+26,9.08104581E+25,1.21499794E+26,8.72402930E+25,1.16400848E+26,1.23602181E+26,1.15837301E+26,1.18264617E+26,1.08279152E+26,1.22788619E+26,9.40601800E+25,1.18327260E+26,7.97581673E+25,1.09948486E+26,1.12941787E+26,1.09650914E+26
946,8,25,6,9.66901826E+25,1.00213169E+26,8.67086952E+25,1.06467056E+26,1.06563428E+26,8.42158979E+25,8.71543561E+25,8.83312661E+25,1.19989906E+26,8.34718476E+25,9.70706716E+25,1.21079724E+26,1.06557128E+26,1.15403731E+26,1.04331867E+26,9.20677084E+25,1.10950146E+26,9.04340354E+25,1.21876402E+26,8.68695405E+25,1.16837899E+26,1.22742719E+26,1.15454058E+26,1.18552225E+26,1.07621479E+26,1.22038849E+26,9.38216324E+25,1.17144788E+26,7.92778777E+25,1.09657886E+26,1.13195376E+26,1.09446678E+26
