tstep,mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
855,8,2,12,8.71313222E+25,9.25106621E+25,9.85194842E+25,7.99670377E+25,9.40158863E+25,7.53143422E+25,7.12858720E+25,8.23660059E+25,9.33258714E+25,7.98690700E+25,8.25119998E+25,1.06354716E+26,8.44489666E+25,9.83156076E+25,1.02463312E+26,8.50556367E+25,9.09287618E+25,9.49284478E+25,1.30299009E+26,8.90519871E+25,1.08232346E+26,9.11901234E+25,8.46458567E+25,9.03849854E+25,1.10467507E+26,1.12253522E+26,1.06505630E+26,1.10228039E+26,8.89117345E+25,1.03446936E+26,1.07972565E+26,8.62942079E+25
856,8,2,18,8.79776163E+25,9.28007056E+25,9.85954577E+25,7.98612419E+25,9.38500482E+25,7.48641881E+25,7.13672736E+25,8.19778578E+25,9.33038117E+25,7.98434138E+25,8.26620984E+25,1.05778272E+26,8.47042948E+25,9.86472575E+25,1.03028472E+26,8.50351964E+25,9.12739536E+25,9.48860017E+25,1.29455449E+26,8.88036864E+25,1.08958591E+26,9.10478066E+25,8.55898971E+25,9.08434586E+25,1.10429467E+26,1.12365810E+26,1.06301975E+26,1.10497842E+26,8.97118260E+25,1.03232505E+26,1.08279305E+26,8.68461499E+25
857,8,3,0,8.87055904E+25,9.23725454E+25,9.91129761E+25,7.96437887E+25,9.42854609E+25,7.50112417E+25,7.15760389E+25,8.23906455E+25,9.31195644E+25,7.97730970E+25,8.27573469E+25,1.05884232E+26,8.54268777E+25,9.90941693E+25,1.03273472E+26,8.51946186E+25,9.12516884E+25,9.37577003E+25,1.28805727E+26,8.84009485E+25,1.09209092E+26,9.12443054E+25,8.64301675E+25,9.04547157E+25,1.10263229E+26,1.12241124E+26,1.05737298E+26,1.10658948E+26,9.01221808E+25,1.03336122E+26,1.09042564E+26,8.74925806E+25
858,8,3,6,8.93212634E+25,9.16538796E+25,9.87082767E+25,7.91127938E+25,9.37070554E+25,7.47475334E+25,7.13377871E+25,8.24682080E+25,9.26268246E+25,7.99954739E+25,8.25030849E+25,1.04746212E+26,8.48386611E+25,9.93673320E+25,1.03026360E+26,8.45238741E+25,9.10554518E+25,9.26138130E+25,1.27497709E+26,8.77911916E+25,1.09021208E+26,9.08436058E+25,8.65983020E+25,8.97061180E+25,1.10309338E+26,1.11732238E+26,1.04645524E+26,1.10612180E+26,8.98536344E+25,1.02665600E+26,1.08861443E+26,8.76888849E+25
859,8,3,12,9.00638671E+25,9.14096227E+25,9.82950258E+25,7.86429079E+25,9.28082493E+25,7.48964855E+25,7.09081289E+25,8.32834891E+25,9.34923037E+25,8.07425504E+25,8.20818274E+25,1.04988692E+26,8.57567357E+25,1.00194080E+26,1.03982663E+26,8.51104323E+25,9.09879042E+25,9.17178604E+25,1.26958574E+26,8.80853333E+25,1.08991550E+26,9.15649008E+25,8.76188241E+25,8.94834991E+25,1.10672443E+26,1.11389135E+26,1.04491998E+26,1.11225066E+26,9.02049598E+25,1.02758256E+26,1.09770883E+26,8.93354322E+25
860,8,3,18,9.10613395E+25,9.08843686E+25,9.84310173E+25,7.84674830E+25,9.13231003E+25,7.47567557E+25,7.11908054E+25,8.35338038E+25,9.38777149E+25,8.05676760E+25,8.15988757E+25,1.05981366E+26,8.54531946E+25,1.00779271E+26,1.04452153E+26,8.58721076E+25,9.10876711E+25,9.13717492E+25,1.25728407E+26,8.83209291E+25,1.08845953E+26,9.16405698E+25,8.95381524E+25,8.96306418E+25,1.10982689E+26,1.10735117E+26,1.03900106E+26,1.11353745E+26,9.07388388E+25,1.03117268E+26,1.10441805E+26,9.03295974E+25
861,8,4,0,9.09938758E+25,9.00448550E+25,9.84236225E+25,7.80016807E+25,9.17887357E+25,7.49226125E+25,7.14151089E+25,8.52429369E+25,9.30743104E+25,8.08460630E+25,8.14654917E+25,1.05877107E+26,8.59595949E+25,1.01362780E+26,1.05065337E+26,8.66389378E+25,9.13910595E+25,9.08433897E+25,1.25285721E+26,8.76732454E+25,1.08926644E+26,9.22252834E+25,9.07082403E+25,8.90901784E+25,1.10387692E+26,1.10123336E+26,1.04294219E+26,1.11855584E+26,9.03186615E+25,1.03438178E+26,1.11363339E+26,9.16104763E+25
862,8,4,6,9.15237762E+25,8.90245200E+25,9.75982762E+25,7.72330456E+25,9.05038066E+25,7.44147157E+25,7.08366079E+25,8.58004467E+25,9.28077650E+25,8.03298259E+25,8.08347183E+25,1.05833101E+26,8.50315082E+25,1.01137048E+26,1.05564018E+26,8.66872724E+25,9.13327294E+25,8.98663449E+25,1.24366167E+26,8.68876271E+25,1.08670707E+26,9.25137653E+25,9.15571166E+25,8.81071076E+25,1.09922465E+26,1.09265842E+26,1.03389727E+26,1.11511080E+26,8.95865296E+25,1.03186611E+26,1.11110764E+26,9.21634083E+25
863,8,4,12,9.17379965E+25,8.81078943E+25,9.70360324E+25,7.75145264E+25,9.08280474E+25,7.48532665E+25,7.22784298E+25,8.70873574E+25,9.32874318E+25,8.09974707E+25,8.15426199E+25,1.06560015E+26,8.53143104E+25,1.01904152E+26,1.06072146E+26,8.74886528E+25,9.17038135E+25,8.98780830E+25,1.24346514E+26,8.73195792E+25,1.08677825E+26,9.27454809E+25,9.27416402E+25,8.80849633E+25,1.09663524E+26,1.09019234E+26,1.03827479E+26,1.11827351E+26,8.92324721E+25,1.03336599E+26,1.11956360E+26,9.36423560E+25
864,8,4,18,9.18183959E+25,8.76273911E+25,9.67498976E+25,7.69774991E+25,9.03494528E+25,7.48462318E+25,7.28240958E+25,8.69186798E+25,9.30465787E+25,8.09348652E+25,8.17266386E+25,1.06794454E+26,8.40812390E+25,1.02831422E+26,1.07521981E+26,8.80421078E+25,9.14752552E+25,8.91913834E+25,1.23264363E+26,8.75364564E+25,1.09010085E+26,9.32585931E+25,9.39894460E+25,8.88757676E+25,1.09525650E+26,1.08721181E+26,1.04379549E+26,1.11746817E+26,8.94058802E+25,1.02938027E+26,1.12217141E+26,9.48210527E+25
865,8,5,0,9.24250705E+25,8.69351068E+25,9.69351447E+25,7.63066421E+25,9.04320478E+25,7.62257986E+25,7.33682570E+25,8.76328039E+25,9.20385247E+25,8.12286218E+25,8.24208649E+25,1.07255996E+26,8.43087137E+25,1.02804073E+26,1.07824681E+26,8.84427215E+25,9.24238943E+25,8.87341005E+25,1.23039093E+26,8.75218032E+25,1.08504204E+26,9.32836423E+25,9.52490674E+25,8.92314083E+25,1.08326316E+26,1.08363020E+26,1.04177683E+26,1.11826880E+26,8.89402471E+25,1.02629322E+26,1.12764118E+26,9.66176463E+25
866,8,5,6,9.25670886E+25,8.65817552E+25,9.60526180E+25,7.59370521E+25,8.93940271E+25,7.65013561E+25,7.31457057E+25,8.73695575E+25,9.14033002E+25,8.18263505E+25,8.23073268E+25,1.06703273E+26,8.30907250E+25,1.02720323E+26,1.08026209E+26,8.72645883E+25,9.19045250E+25,8.81882044E+25,1.22021089E+26,8.75622014E+25,1.07891313E+26,9.32083541E+25,9.56604442E+25,8.97400446E+25,1.07605538E+26,1.07642323E+26,1.04003497E+26,1.11069992E+26,8.87592214E+25,1.01467777E+26,1.12321992E+26,9.71440488E+25
867,8,5,12,9.35577911E+25,8.73067794E+25,9.57043583E+25,7.56512364E+25,8.91329292E+25,7.71496846E+25,7.38209486E+25,8.78489904E+25,9.17972805E+25,8.20885682E+25,8.36507757E+25,1.07488355E+26,8.35611260E+25,1.03654140E+26,1.08083404E+26,8.80677937E+25,9.23623065E+25,8.81651849E+25,1.21462020E+26,8.84823656E+25,1.07923416E+26,9.40311812E+25,9.67827471E+25,9.05145357E+25,1.07737763E+26,1.07730572E+26,1.04787213E+26,1.11311718E+26,8.86649979E+25,1.02196163E+26,1.12478175E+26,9.90614253E+25
868,8,5,18,9.39607937E+25,8.73007322E+25,9.60477712E+25,7.50201767E+25,8.80617238E+25,7.66454416E+25,7.40663794E+25,8.79566058E+25,9.22700228E+25,8.30581724E+25,8.38899064E+25,1.07687544E+26,8.27960325E+25,1.04462161E+26,1.09025295E+26,8.77621703E+25,9.30500147E+25,8.75503132E+25,1.21693129E+26,8.87315037E+25,1.07138175E+26,9.39194709E+25,9.67925554E+25,9.12340222E+25,1.07856881E+26,1.08341998E+26,1.04956911E+26,1.11480725E+26,8.84544883E+25,1.02387418E+26,1.12747524E+26,1.00696843E+26
869,8,6,0,9.48059268E+25,8.73231259E+25,9.64156425E+25,7.47100692E+25,8.85121391E+25,7.71110779E+25,7.40676458E+25,8.87175516E+25,9.26662759E+25,8.30795137E+25,8.44609708E+25,1.07082701E+26,8.29469494E+25,1.05192948E+26,1.09286113E+26,8.75026399E+25,9.35212531E+25,8.68848994E+25,1.21567500E+26,8.79907423E+25,1.06949237E+26,9.41244913E+25,9.70693593E+25,9.13820952E+25,1.07175684E+26,1.08641149E+26,1.05611614E+26,1.11790808E+26,8.86025976E+25,1.02803085E+26,1.12592524E+26,1.01957315E+26
870,8,6,6,9.54100442E+25,8.68380689E+25,9.63360316E+25,7.42846882E+25,8.72034674E+25,7.61681023E+25,7.41255691E+25,8.85315443E+25,9.29303234E+25,8.32066253E+25,8.39531999E+25,1.06517923E+26,8.18472926E+25,1.04603520E+26,1.08901076E+26,8.66358059E+25,9.34854493E+25,8.53175756E+25,1.20996020E+26,8.79235517E+25,1.06113689E+26,9.35303880E+25,9.65864339E+25,9.14898516E+25,1.07016765E+26,1.09057754E+26,1.05350527E+26,1.11824338E+26,8.81388964E+25,1.02930937E+26,1.12660468E+26,1.02129989E+26
871,8,6,12,9.56294249E+25,8.69837900E+25,9.65259004E+25,7.46641688E+25,8.74506815E+25,7.55689607E+25,7.37040786E+25,8.95125183E+25,9.42860542E+25,8.33975823E+25,8.43540439E+25,1.07367998E+26,8.27853675E+25,1.05435043E+26,1.08660574E+26,8.72212823E+25,9.45741487E+25,8.47830511E+25,1.21038407E+26,8.82639834E+25,1.05378241E+26,9.40858392E+25,9.67198008E+25,9.23748161E+25,1.07895246E+26,1.09682467E+26,1.06345861E+26,1.11686581E+26,8.73272664E+25,1.03362599E+26,1.13440657E+26,1.03419653E+26
872,8,6,18,9.63526581E+25,8.63933030E+25,9.72705649E+25,7.49155772E+25,8.64073770E+25,7.48256199E+25,7.35085957E+25,8.99280901E+25,9.54244007E+25,8.34485369E+25,8.43361344E+25,1.07341551E+26,8.24155719E+25,1.05510928E+26,1.09095717E+26,8.70674549E+25,9.49712433E+25,8.34828605E+25,1.21752282E+26,8.84232559E+25,1.04460187E+26,9.45117852E+25,9.63595550E+25,9.34186422E+25,1.08100525E+26,1.10596025E+26,1.07210273E+26,1.12114340E+26,8.71234611E+25,1.04097780E+26,1.13924632E+26,1.03709659E+26
873,8,7,0,9.64642749E+25,8.60764391E+25,9.78848441E+25,7.53344329E+25,8.67048148E+25,7.53233260E+25,7.28771922E+25,9.08818274E+25,9.61920809E+25,8.27873725E+25,8.46359178E+25,1.07319210E+26,8.26009919E+25,1.05286361E+26,1.08756953E+26,8.69664041E+25,9.59178455E+25,8.25471653E+25,1.21330031E+26,8.80147827E+25,1.03997418E+26,9.42171893E+25,9.71413470E+25,9.39247763E+25,1.08260897E+26,1.10681155E+26,1.07879656E+26,1.11805113E+26,8.67645089E+25,1.04777144E+26,1.14226709E+26,1.04405000E+26
874,8,7,6,9.66535684E+25,8.57442860E+25,9.70096705E+25,7.52076109E+25,8.68244114E+25,7.44682479E+25,7.26860334E+25,9.12145700E+25,9.68033381E+25,8.18095582E+25,8.41378806E+25,1.07198978E+26,8.17526024E+25,1.04728730E+26,1.07912599E+26,8.58968484E+25,9.55297828E+25,8.11516374E+25,1.20358222E+26,8.69797010E+25,1.03124978E+26,9.40612791E+25,9.73836110E+25,9.40492695E+25,1.08025528E+26,1.11604566E+26,1.07971847E+26,1.10594492E+26,8.55172268E+25,1.04730311E+26,1.13558605E+26,1.03892407E+26
875,8,7,12,9.70332645E+25,8.56909968E+25,9.74139136E+25,7.55969185E+25,8.73497417E+25,7.43761826E+25,7.29978843E+25,9.22859767E+25,9.75852741E+25,8.15071625E+25,8.43167988E+25,1.07553769E+26,8.22013590E+25,1.04925835E+26,1.06948325E+26,8.61607280E+25,9.65444342E+25,8.07052463E+25,1.20506770E+26,8.67488319E+25,1.02538400E+26,9.44311246E+25,9.84045532E+25,9.50100027E+25,1.08373195E+26,1.12361647E+26,1.08278534E+26,1.10571276E+26,8.49715259E+25,1.05213841E+26,1.14045838E+26,1.04485671E+26
876,8,7,18,9.86917941E+25,8.57319935E+25,9.76956704E+25,7.66605779E+25,8.70977030E+25,7.39640471E+25,7.25391409E+25,9.24180350E+25,9.77963226E+25,8.10853972E+25,8.38111806E+25,1.07182290E+26,8.15246362E+25,1.04382573E+26,1.06505258E+26,8.50243169E+25,9.68317544E+25,7.99646982E+25,1.20878020E+26,8.62989645E+25,1.02564018E+26,9.49149708E+25,9.96575991E+25,9.57859833E+25,1.08432393E+26,1.13537579E+26,1.08814336E+26,1.10120157E+26,8.43479885E+25,1.05475380E+26,1.13741013E+26,1.04452298E+26
877,8,8,0,9.88860911E+25,8.63033208E+25,9.76509311E+25,7.72933744E+25,8.85032703E+25,7.37590949E+25,7.27688502E+25,9.32593850E+25,9.85493186E+25,8.00471924E+25,8.40941726E+25,1.07484685E+26,8.15432351E+25,1.03772254E+26,1.06717356E+26,8.48720484E+25,9.74226059E+25,8.00968218E+25,1.21250777E+26,8.52793379E+25,1.02396234E+26,9.49453810E+25,1.00110112E+26,9.63618557E+25,1.07954204E+26,1.14325253E+26,1.09474360E+26,1.10065785E+26,8.36873731E+25,1.06208106E+26,1.13516927E+26,1.04062891E+26
878,8,8,6,9.89184029E+25,8.59754705E+25,9.78589507E+25,7.68499346E+25,8.87621239E+25,7.27914384E+25,7.29141316E+25,9.28584907E+25,9.76707349E+25,7.96551215E+25,8.37364685E+25,1.06969001E+26,8.06376397E+25,1.02875581E+26,1.05776168E+26,8.30102448E+25,9.73532762E+25,7.91135229E+25,1.20791000E+26,8.45016833E+25,1.02531927E+26,9.43775459E+25,1.00702983E+26,9.60073578E+25,1.06897039E+26,1.14662713E+26,1.09391221E+26,1.09877328E+26,8.18508252E+25,1.05937858E+26,1.12455770E+26,1.03345814E+26
879,8,8,12,9.94787693E+25,8.63053391E+25,9.80904099E+25,7.72201329E+25,8.92804757E+25,7.31173204E+25,7.28265148E+25,9.42514252E+25,9.89187997E+25,7.91229194E+25,8.49991654E+25,1.07545458E+26,8.12702113E+25,1.03032798E+26,1.05834261E+26,8.23683471E+25,9.83743693E+25,7.98563856E+25,1.20622879E+26,8.44975971E+25,1.02469304E+26,9.52112385E+25,1.01092656E+26,9.74287880E+25,1.06683449E+26,1.15026221E+26,1.10107973E+26,1.09930335E+26,8.08171347E+25,1.07135706E+26,1.12777875E+26,1.03738652E+26
880,8,8,18,1.00063302E+26,8.64461835E+25,9.90051900E+25,7.76763815E+25,8.91878640E+25,7.30168528E+25,7.32088677E+25,9.46953240E+25,9.87726522E+25,7.88641853E+25,8.53176455E+25,1.07941134E+26,8.05840437E+25,1.02135691E+26,1.05321175E+26,8.11535572E+25,9.82533229E+25,7.93877056E+25,1.21217610E+26,8.48643179E+25,1.02844082E+26,9.53520994E+25,1.02696717E+26,9.79730225E+25,1.06140392E+26,1.15858610E+26,1.10740696E+26,1.09707494E+26,8.00800784E+25,1.07831883E+26,1.13041104E+26,1.03855938E+26
881,8,9,0,1.00110009E+26,8.72243432E+25,9.91891754E+25,7.85789289E+25,9.00283435E+25,7.33594663E+25,7.37231401E+25,9.54465431E+25,9.86201984E+25,7.88140574E+25,8.59560117E+25,1.08684158E+26,8.07745576E+25,1.02049862E+26,1.05506232E+26,8.01643301E+25,9.85590094E+25,7.93710891E+25,1.21701627E+26,8.49019744E+25,1.03111669E+26,9.52741392E+25,1.03682279E+26,9.81263150E+25,1.05868977E+26,1.16541403E+26,1.10541154E+26,1.09942952E+26,7.97155266E+25,1.08378167E+26,1.13027531E+26,1.04345317E+26
882,8,9,6,1.00506746E+26,8.72519854E+25,9.93488248E+25,7.88643741E+25,9.07275332E+25,7.31571376E+25,7.35203600E+25,9.53769054E+25,9.81671531E+25,7.87960488E+25,8.66183517E+25,1.08220722E+26,8.02919592E+25,1.01184923E+26,1.04698261E+26,7.89254017E+25,9.78209448E+25,7.87939203E+25,1.21333785E+26,8.48045583E+25,1.02873522E+26,9.47974853E+25,1.03877027E+26,9.78733401E+25,1.05996425E+26,1.16601634E+26,1.10821340E+26,1.09449947E+26,7.85494442E+25,1.08230516E+26,1.12163868E+26,1.03915657E+26
883,8,9,12,1.01347171E+26,8.73883692E+25,9.95980486E+25,7.95728642E+25,9.14001701E+25,7.34198194E+25,7.40622684E+25,9.61272275E+25,1.00098942E+26,7.95135171E+25,8.80110795E+25,1.09419124E+26,8.01882055E+25,1.00723348E+26,1.04934998E+26,7.78546171E+25,9.83219711E+25,7.88010075E+25,1.21705319E+26,8.55245271E+25,1.02809048E+26,9.55214018E+25,1.04871441E+26,9.87002850E+25,1.06378315E+26,1.17106152E+26,1.11674312E+26,1.09496049E+26,7.87011370E+25,1.08945629E+26,1.12791758E+26,1.04391578E+26
884,8,9,18,1.02613432E+26,8.76020777E+25,1.00720405E+26,8.04840122E+25,9.18778966E+25,7.39440613E+25,7.48022892E+25,9.63572238E+25,9.98107443E+25,7.99042226E+25,8.89133327E+25,1.08789240E+26,8.08713877E+25,9.97547725E+25,1.04494753E+26,7.62957625E+25,9.76402157E+25,7.85831708E+25,1.22175218E+26,8.58313323E+25,1.03603834E+26,9.57499617E+25,1.06012742E+26,9.89144145E+25,1.06281957E+26,1.17147141E+26,1.12239040E+26,1.09096661E+26,7.84395924E+25,1.09572769E+26,1.12955238E+26,1.04935861E+26
885,8,10,0,1.03193736E+26,8.73532518E+25,1.01762303E+26,8.16983606E+25,9.26325051E+25,7.48949773E+25,7.48459824E+25,9.69478624E+25,9.97816689E+25,8.03779549E+25,8.94160633E+25,1.09795542E+26,8.10032877E+25,9.95410597E+25,1.04500343E+26,7.52029091E+25,9.77401025E+25,7.83978582E+25,1.22674023E+26,8.61191808E+25,1.03802782E+26,9.64700268E+25,1.07510164E+26,9.92537090E+25,1.07197353E+26,1.17732782E+26,1.12313543E+26,1.09580165E+26,7.84224175E+25,1.09756011E+26,1.13440516E+26,1.05081789E+26
886,8,10,6,1.03725104E+26,8.65901951E+25,1.02118232E+26,8.26337547E+25,9.25812909E+25,7.45440857E+25,7.45634265E+25,9.57514573E+25,9.97157435E+25,8.10907426E+25,9.02044439E+25,1.08481597E+26,8.08997805E+25,9.85361376E+25,1.03274674E+26,7.39934079E+25,9.68680728E+25,7.78293231E+25,1.22592942E+26,8.52116559E+25,1.03832076E+26,9.64264044E+25,1.07975720E+26,9.89707616E+25,1.07205230E+26,1.17457837E+26,1.11819461E+26,1.09423898E+26,7.78128513E+25,1.08801008E+26,1.13205290E+26,1.04411758E+26
887,8,10,12,1.05070931E+26,8.74009899E+25,1.02484810E+26,8.43440929E+25,9.32536233E+25,7.50421100E+25,7.49725397E+25,9.65740130E+25,1.01007038E+26,8.15034298E+25,9.13954348E+25,1.09301542E+26,8.13187122E+25,9.92851220E+25,1.03664988E+26,7.37488999E+25,9.77210437E+25,7.86294979E+25,1.22921051E+26,8.54961754E+25,1.03731293E+26,9.75679916E+25,1.09657840E+26,9.95285089E+25,1.08040387E+26,1.17326377E+26,1.12110904E+26,1.10622812E+26,7.79505949E+25,1.08779353E+26,1.13739258E+26,1.04693473E+26
888,8,10,18,1.05683285E+26,8.73332577E+25,1.03936251E+26,8.59121123E+25,9.29736771E+25,7.60784202E+25,7.56791200E+25,9.55078872E+25,1.01203175E+26,8.14560480E+25,9.20046620E+25,1.08960044E+26,8.11419282E+25,9.92504626E+25,1.03924084E+26,7.33023302E+25,9.76396608E+25,7.83945180E+25,1.23066706E+26,8.56827653E+25,1.04000894E+26,9.82218731E+25,1.10451529E+26,1.00527923E+26,1.08438350E+26,1.17548423E+26,1.11932152E+26,1.11160233E+26,7.83169079E+25,1.08366242E+26,1.14249286E+26,1.05326741E+26
889,8,11,0,1.05580969E+26,8.79015579E+25,1.04685027E+26,8.72486092E+25,9.27370057E+25,7.70514052E+25,7.62581907E+25,9.49608227E+25,1.01595236E+26,8.15039665E+25,9.23685342E+25,1.09932058E+26,8.16304750E+25,9.96349000E+25,1.03734119E+26,7.30859628E+25,9.81295906E+25,7.87549771E+25,1.23130149E+26,8.56306131E+25,1.03746515E+26,9.88796493E+25,1.11488980E+26,1.00911530E+26,1.10069159E+26,1.18237160E+26,1.11220328E+26,1.11624642E+26,7.83930208E+25,1.08574775E+26,1.14882926E+26,1.05829232E+26
890,8,11,6,1.05676121E+26,8.78830930E+25,1.04379998E+26,8.80767789E+25,9.26845738E+25,7.71627616E+25,7.70677052E+25,9.46016534E+25,1.01050306E+26,8.11165790E+25,9.34112981E+25,1.09202494E+26,8.13603256E+25,9.93329181E+25,1.03336867E+26,7.28679539E+25,9.72836000E+25,7.82526674E+25,1.21796476E+26,8.50807961E+25,1.03132873E+26,9.92635218E+25,1.12156675E+26,1.01156773E+26,1.10372341E+26,1.18122418E+26,1.10614237E+26,1.11144428E+26,7.77337337E+25,1.07577939E+26,1.14526664E+26,1.05552599E+26
891,8,11,12,1.06149505E+26,9.01121659E+25,1.04312576E+26,8.89838693E+25,9.29315152E+25,7.78022214E+25,7.77930446E+25,9.48242703E+25,1.01034853E+26,8.15346603E+25,9.41555628E+25,1.09843790E+26,8.26703752E+25,1.00960592E+26,1.02731995E+26,7.29799240E+25,9.73568692E+25,7.96807941E+25,1.21331995E+26,8.54919581E+25,1.02557238E+26,1.00128847E+26,1.13072536E+26,1.01702943E+26,1.11313421E+26,1.18514905E+26,1.10048321E+26,1.11183129E+26,7.81134727E+25,1.07253715E+26,1.15486203E+26,1.05993911E+26
892,8,11,18,1.06975326E+26,9.07455904E+25,1.04810145E+26,8.99692558E+25,9.29617075E+25,7.84717300E+25,7.91682000E+25,9.36909624E+25,1.00666977E+26,8.13480938E+25,9.42838775E+25,1.09508748E+26,8.35196950E+25,1.01622030E+26,1.02395375E+26,7.32135708E+25,9.66046868E+25,7.97301060E+25,1.20986066E+26,8.57755031E+25,1.02180177E+26,1.00992783E+26,1.13856729E+26,1.03280917E+26,1.11300680E+26,1.18544149E+26,1.10071203E+26,1.11235109E+26,7.84965947E+25,1.07016899E+26,1.15198075E+26,1.06289575E+26
893,8,12,0,1.07483925E+26,9.20721189E+25,1.04980366E+26,9.02093870E+25,9.30003965E+25,7.91050941E+25,7.97515346E+25,9.41353769E+25,9.99397146E+25,8.10320398E+25,9.51149472E+25,1.10649242E+26,8.48545977E+25,1.02551773E+26,1.01975414E+26,7.37612058E+25,9.63311951E+25,8.10334311E+25,1.20855384E+26,8.54333893E+25,1.01438768E+26,1.01776332E+26,1.14401401E+26,1.04617214E+26,1.11571390E+26,1.19435375E+26,1.09738771E+26,1.11155732E+26,7.84370098E+25,1.06431953E+26,1.15086108E+26,1.06151219E+26
894,8,12,6,1.08185882E+26,9.28088740E+25,1.04313013E+26,8.95731871E+25,9.27343701E+25,7.94332169E+25,7.98861832E+25,9.32053108E+25,9.89829609E+25,8.02827150E+25,9.53689640E+25,1.10092169E+26,8.59324471E+25,1.03008017E+26,1.01524189E+26,7.33840846E+25,9.54681838E+25,8.13931859E+25,1.20205486E+26,8.51011937E+25,1.00068206E+26,1.01759844E+26,1.14302647E+26,1.04857431E+26,1.11138261E+26,1.18878651E+26,1.08737085E+26,1.10871190E+26,7.77252101E+25,1.06031908E+26,1.14840635E+26,1.04606791E+26
895,8,12,12,1.08476479E+26,9.37884166E+25,1.04639516E+26,8.96681648E+25,9.17837751E+25,8.01303676E+25,8.05287182E+25,9.35229850E+25,9.89245873E+25,8.12322913E+25,9.58209245E+25,1.11748078E+26,8.81059253E+25,1.03759732E+26,1.01059319E+26,7.41869360E+25,9.50917025E+25,8.21585780E+25,1.20374552E+26,8.52120292E+25,9.99298408E+25,1.02706114E+26,1.14414185E+26,1.05849762E+26,1.11538775E+26,1.19490061E+26,1.08883084E+26,1.10751202E+26,7.71321981E+25,1.06185549E+26,1.14759545E+26,1.04587158E+26
896,8,12,18,1.09698468E+26,9.39586681E+25,1.04533483E+26,8.92577983E+25,9.12747884E+25,8.07260836E+25,8.12085754E+25,9.32248197E+25,9.86101989E+25,8.10146232E+25,9.54001906E+25,1.12045908E+26,8.90410208E+25,1.04484913E+26,1.00416425E+26,7.39593803E+25,9.46031010E+25,8.22422128E+25,1.20294215E+26,8.47924189E+25,9.95813144E+25,1.03210440E+26,1.14724447E+26,1.07143325E+26,1.11627081E+26,1.19613946E+26,1.08402725E+26,1.10374998E+26,7.70139077E+25,1.06799691E+26,1.14519938E+26,1.04338292E+26
897,8,13,0,1.09994082E+26,9.44885054E+25,1.04099815E+26,8.94411396E+25,9.16409625E+25,8.17495301E+25,8.12350884E+25,9.32129212E+25,9.83778537E+25,8.07742717E+25,9.50930075E+25,1.12866210E+26,9.06082445E+25,1.05594282E+26,1.00599831E+26,7.40029387E+25,9.42768510E+25,8.19116405E+25,1.19650781E+26,8.42308297E+25,9.88697390E+25,1.03567517E+26,1.15020688E+26,1.07373450E+26,1.11676347E+26,1.20217095E+26,1.08452235E+26,1.10821559E+26,7.60977944E+25,1.07060876E+26,1.14120948E+26,1.04102575E+26
898,8,13,6,1.10670505E+26,9.43188302E+25,1.03995022E+26,8.84919529E+25,9.09344694E+25,8.26530547E+25,8.09332413E+25,9.25999834E+25,9.76340945E+25,8.05991202E+25,9.55451479E+25,1.12677624E+26,9.15692654E+25,1.05579192E+26,1.00028210E+26,7.36451820E+25,9.25062491E+25,8.13022697E+25,1.19243036E+26,8.35286807E+25,9.79776218E+25,1.02952253E+26,1.14940460E+26,1.07860958E+26,1.10989546E+26,1.19246198E+26,1.07871473E+26,1.10293967E+26,7.51189409E+25,1.06858108E+26,1.13572745E+26,1.03055107E+26
899,8,13,12,1.11733528E+26,9.41272937E+25,1.03960188E+26,8.86490807E+25,9.11829328E+25,8.32213493E+25,8.09451430E+25,9.29411968E+25,9.84571319E+25,8.20969305E+25,9.58567068E+25,1.13896665E+26,9.41451412E+25,1.06121074E+26,9.98243229E+25,7.34681498E+25,9.22650452E+25,8.19452729E+25,1.18842683E+26,8.40096905E+25,9.79292618E+25,1.03760944E+26,1.15351397E+26,1.07466068E+26,1.11002203E+26,1.19858381E+26,1.07455486E+26,1.11031986E+26,7.44555577E+25,1.06560908E+26,1.13534665E+26,1.04308198E+26
900,8,13,18,1.12642507E+26,9.37422215E+25,1.03359761E+26,8.88567873E+25,9.14726604E+25,8.36831276E+25,8.01267142E+25,9.26230199E+25,9.91401014E+25,8.16418490E+25,9.65840149E+25,1.13465730E+26,9.54972770E+25,1.06548405E+26,1.00199927E+26,7.31316493E+25,9.14881442E+25,8.09044497E+25,1.19266467E+26,8.41042883E+25,9.76720488E+25,1.03645914E+26,1.15357667E+26,1.08242399E+26,1.11375319E+26,1.19703873E+26,1.06993030E+26,1.10842491E+26,7.44190640E+25,1.07069021E+26,1.14369197E+26,1.04224629E+26
